"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Limch1",29.7989028550003,0.46812989693549,0.280530557000151,1.6687305010243,0.0951708015439264,0.312086364163111
"Utp14b",5.83573549627728,0.231696579375475,0.33477753715845,0.69209117595549,0.488880072768555,0.733477103395854
"A430105I19Rik",10.4170033256791,0.80025484465663,0.246314422959575,3.24891589798607,0.0011584572334534,0.0126851067063147
"Pi4ka",127.047158431189,0.104213600876284,0.10607882679889,0.982416604907005,0.325894649183026,0.602365739542304
"Kdm2a",220.841953208557,-0.0542751867372554,0.169352425908317,-0.320486620998501,0.748599470861645,0.889567208267495
"Nat8l",9.47960094547539,0.394695871700632,0.3293585052805,1.19837765041011,0.230770029219624,0.507368271300744
"8430427H17Rik",37.4328206848111,0.772322385517279,0.203875365340347,3.78820846858066,0.000151737506445428,0.00224341022187671
"Gp1bb",2.59476567303612,0.398913127835333,0.487137924149073,0.818891546028057,0.412848293673456,0.677415322421817
"2610507B11Rik",338.99336539582,0.0242458085131497,0.0786913780310107,0.308112643593494,0.757996620745532,0.893837250410341
"Panx2",0.0343040499364585,-0.278980759760038,3.00094945063173,-0.0929641649582966,0.925932030117454,NA
"Zfp948",10.9470076135018,-1.24560405110488,0.320929635536619,-3.88123723451757,0.000103926400494644,0.00160069497728893
"Lmna",34.1204233281679,-0.624470733732183,0.370540195313459,-1.68529822575365,0.0919310478807549,0.306349397788079
"Hspa2",16.1945402094561,0.0358265196040892,0.276890311085866,0.129388852443375,0.897049967995767,0.955858528819417
"Tdrd1",0,NA,NA,NA,NA,NA
"Rpl17",6.02031416881515,-0.704083973670465,0.370988974885647,-1.89785686727615,0.0577149396055075,0.233863137759697
"Tmem158",0.299837729477208,-0.316208582435988,1.43085279828333,-0.220993090844398,0.825097812698301,NA
"Gpr126",19.7233949867787,-0.270108537010522,0.330492334774253,-0.817291381946945,0.41376193058831,0.677810225333681
"Smg6",76.3440358096891,0.00416939161822396,0.150995135960061,0.0276127544885074,0.97797100893416,0.990917516598086
"Rab44",4.28400421260312,-2.9320505465333,0.479149311042338,-6.11928365326235,9.39969530359858e-10,3.94449489147418e-08
"Ccin",0.789359569171809,-2.0646914448794,0.915410897963391,-2.25548051642485,0.0241031838812743,0.130638138159296
